image_id,feature_cluster
00028131_006,3
00028131_008,3
00028142_000,3
00028147_000,0
00028148_017,2
00028156_000,3
00028158_000,5
00028181_000,4
00028182_000,4
00028192_001,4
00028207_001,2
00028208_004,2
00028208_036,4
00028210_000,0
00028211_016,3
00028219_002,0
00028223_000,0
00028232_002,3
00028249_000,3
00028253_007,5
00028258_002,2
00028271_003,5
00028290_003,3
00028295_000,2
00028298_000,0
00028317_007,3
00028317_012,4
00028324_000,2
00028324_001,4
00028336_000,0
00028350_001,0
00028353_000,4
00028357_029,3
00028357_037,5
00028392_000,3
00028402_000,3
00028410_000,0
00028431_001,2
00028432_000,2
00028433_006,3
00028456_000,0
00028457_000,3
00028477_000,4
00028485_006,3
00028489_000,1
00028504_000,4
00028505_012,4
00028509_006,3
00028509_010,3
00028509_038,4
00028509_040,3
00028518_003,0
00028518_020,3
00028518_025,4
00028519_000,4
00028522_000,0
00028523_026,3
00028529_001,4
00028539_000,4
00028544_008,4
00028544_013,4
00028544_014,4
00028545_002,3
00028572_001,4
00028572_015,4
00028579_005,4
00028582_011,4
00028592_000,3
00028592_001,4
00028593_003,4
00028601_000,3
00028628_006,4
00028628_010,4
00028628_019,3
00028628_020,4
00028640_004,4
00028661_004,4
00028661_006,4
00028680_000,4
00028682_004,4
00028684_003,3
00028690_000,3
00028696_001,0
00028698_000,4
00028705_000,4
00028725_001,4
00028725_002,3
00028727_000,4
00028730_000,3
00028739_000,2
00028755_000,4
00028757_000,4
00028762_001,4
00028765_020,3
00028770_000,4
00028774_005,3
00028774_007,3
00028774_012,3
00028774_021,6
00028774_031,3
00028795_007,3
00028803_000,6
00028803_005,6
00028811_007,4
00028833_000,2
00028846_007,4
00028850_000,4
00028864_008,2
00028873_001,2
00028873_004,2
00028873_006,3
00028876_000,4
00028879_000,1
00028882_006,4
00028890_000,4
00028890_008,5
00028897_014,4
00028902_001,4
00028910_000,4
00028911_007,3
00028912_001,2
00028916_002,4
00028924_004,4
00028924_005,3
00028961_003,4
00028961_006,6
00028963_001,3
00028974_000,3
00028974_009,3
00028974_020,2
00028986_000,4
00029016_000,4
00029017_003,3
00029018_000,2
00029027_000,3
00029035_003,4
00029036_000,4
00029039_004,3
00029041_001,4
00029043_002,4
00029064_000,2
00029066_000,4
00029088_004,3
00029104_000,4
00029105_001,4
00029105_023,4
00029115_000,4
00029119_000,1
00029123_000,4
00029124_001,4
00029135_004,3
00029142_006,4
00029143_000,3
00029155_002,3
00029159_003,4
00029159_007,3
00029165_008,4
00029174_000,2
00029174_003,1
00029180_000,0
00029188_000,0
00029190_001,2
00029203_001,4
00029207_005,4
00029219_000,4
00029225_000,4
00029237_000,4
00029244_004,4
00029248_000,4
00029259_009,4
00029308_000,4
00029310_000,3
00029328_005,3
00029379_000,4
00029380_000,0
00029380_003,3
00029385_005,3
00029388_000,4
00029394_000,4
00029395_000,4
00029401_002,4
00029408_001,3
00029423_002,3
00029431_003,3
00029437_005,4
00029459_004,4
00029464_001,4
00029479_003,2
00029494_000,4
00029501_000,2
00029510_000,2
00029517_000,4
00029526_004,3
00029533_000,4
00029537_000,4
00029542_000,2
00029563_001,3
00029567_001,4
00029572_000,4
00029579_006,3
00029592_000,4
00029596_003,4
00029597_003,4
00029597_006,3
00029597_007,3
00029608_000,4
00029617_007,4
00029621_000,4
00029636_000,4
00029644_000,4
00029666_001,3
00029678_001,4
00029679_000,4
00029681_000,2
00029697_000,4
00029713_001,3
00029720_000,4
00029721_000,3
00029729_000,4
00029730_000,2
00029734_000,2
00029745_001,3
00029755_003,1
00029774_005,4
00029779_000,4
00029787_000,4
00029795_001,4
00029807_001,3
00029808_001,3
00029808_003,4
00029808_009,4
00029809_005,3
00029813_009,3
00029813_031,4
00029817_022,3
00029819_001,3
00029820_000,4
00029839_001,3
00029851_000,3
00029852_002,4
00029863_021,3
00029867_000,4
00029869_000,4
00029880_006,4
00029880_012,4
00029891_002,0
00029901_002,3
00029902_001,2
00029908_000,4
00029919_000,2
00029930_000,3
00029940_007,3
00029943_034,3
00029950_014,4
00029959_002,3
00029969_000,3
00029976_011,2
00029981_002,4
00029981_006,4
00029998_006,4
00029998_010,4
00030015_000,4
00030026_002,3
00030039_019,4
00030045_000,4
00030055_000,4
00030059_006,3
00030062_000,4
00030075_000,4
00030076_000,3
00030077_002,3
00030079_032,3
00030079_033,3
00030079_046,3
00030079_047,3
00030079_049,3
00030079_052,3
00030079_061,3
00030091_000,4
00030097_000,4
00030104_000,4
00030106_004,3
00030114_000,6
00030120_000,4
00030134_000,3
00030140_000,4
00030145_001,5
00030146_002,3
00030152_003,3
00030159_000,4
00030159_015,3
00030167_001,2
00030169_000,4
00030176_000,0
00030182_000,4
00030183_004,4
00030196_003,4
00030200_001,4
00030209_008,1
00030218_001,3
00030220_000,2
00030229_000,4
00030247_009,2
00030247_010,3
00030262_001,4
00030263_000,4
00030268_000,2
00030279_010,3
00030284_000,4
00030286_000,3
00030300_008,3
00030301_000,4
00030320_005,1
00030323_013,3
00030323_029,2
00030345_000,2
00030346_001,3
00030358_000,3
00030370_006,3
00030377_000,4
00030384_000,4
00030389_003,2
00030398_000,4
00030408_005,3
00030410_000,4
00030410_002,3
00030418_000,4
00030418_001,4
00030419_001,2
00030427_002,4
00030430_000,2
00030434_000,4
00030438_000,4
00030439_006,4
00030455_000,4
00030471_004,3
00030495_000,1
00030520_000,4
00030532_000,2
00030532_001,4
00030545_000,4
00030565_000,2
00030573_013,3
00030588_000,4
00030606_013,4
00030609_021,6
00030634_000,2
00030635_002,4
00030635_007,3
00030636_010,4
00030636_012,4
00030636_013,4
00030636_014,4
00030636_017,4
00030639_001,3
00030650_002,4
00030695_002,4
00030704_000,4
00030712_000,4
00030786_005,3
00030789_000,4
00030792_000,2
00030797_000,4
